state,county,population,lat,long
NC,Richmond,44887,34.99408,-79.767283
NC,Scotland,34810,34.836764,-79.5119535
NC,Onslow,197683,34.712451,-77.3899735
NC,Robeson,131831,34.626412,-79.133749
NC,Bladen,33190,34.6117765,-78.5427315
NC,Pender,62162,34.512526,-77.894035
NC,Columbus,55655,34.2134885,-78.6167595
NC,New Hanover,232274,34.158285,-77.872919
NC,Brunswick,136744,34.1056615,-78.292874
NC,Iredell,178435,35.7732565,-80.901307
NC,Rowan,141262,35.6830585,-80.4771
NC,Lincoln,83770,35.484822,-81.24025
NC,Mecklenburg,1093901,35.2583695,-80.804163
NC,Cabarrus,211342,35.3456055,-80.541589
NC,Gaston,222846,35.284432,-81.1896935
NJ,Atlantic,265429,39.509258,-74.6437035
NJ,Cape May,92560,39.1261435,-74.756719
NJ,Cumberland,150972,39.373098,-75.135421
NJ,Essex,799767,40.7914715,-74.245152
NJ,Gloucester,291408,39.7016335,-75.159049
NJ,Hunterdon,124714,40.5647375,-74.9494015
NJ,Mercer,369811,40.2808485,-74.7122715
NJ,Ocean,601651,39.835446,-74.2922115
NJ,Salem,62607,39.5848515,-75.3107935
NJ,Somerset,331164,40.566201,-74.5998835
NJ,Sussex,140799,41.128282,-74.678832
NJ,Warren,105779,40.8430415,-74.985897
NJ,Morris,494228,40.867803,-74.5802275
CO,Adams,511720,39.87063,-104.3794855
CO,Mesa,153628,38.933332,-108.219714
CO,Pitkin,17926,39.171949,-106.946222
CO,Pueblo,167081,38.1285485,-104.5522995
CO,Weld,314288,40.5011525,-104.315327
CT,Hartford,892697,41.7926935,-72.719377
CT,New Haven,857620,41.4056375,-72.932285
IA,Dallas,90180,41.683413,-94.035476
OH,Belmont,67505,40.011338,-80.970149
OH,Butler,382378,39.4416555,-84.5757445
OH,Franklin,1310300,39.9690415,-83.010875
OH,Lorain,309461,41.289588,-82.112518
OH,Summit,541918,41.1288115,-81.5400925
OH,Trumbull,198627,41.3175365,-80.761006
OH,Adams,27724,38.8258925,-83.486432
OH,Allen,102663,40.781749,-84.1387185
OH,Ashland,53745,40.810381,-82.280962
OH,Ashtabula,97493,41.7387235,-80.76196
OH,Athens,65818,39.368549,-82.010142
OH,Auglaize,45804,40.5202455,-84.168056
OH,Brown,43602,38.946998,-83.8628515
OH,Carroll,27081,40.576936,-81.0912405
OH,Champaign,38754,40.1418235,-83.7652835
OH,Clark,134585,39.90448,-83.7818345
OH,Clermont,205466,39.0206355,-84.156528
OH,Clinton,42057,39.3961065,-83.791534
OH,Columbiana,102665,40.756341,-80.80314
OH,Coshocton,36629,40.303628,-81.9059705
OH,Crawford,41550,40.8497695,-82.9187645
OH,Darke,51323,40.135587,-84.6191565
OH,Defiance,38165,41.296667,-84.5161775
OH,Delaware,204826,40.284922,-82.996763
OH,Erie,74615,41.4515915,-82.647625
OH,Fairfield,155782,39.7478035,-82.604502
OH,Fayette,28666,39.547146,-83.4613155
OH,Fulton,42276,41.602804,-84.1384575
OH,Gallia,29979,38.8088335,-82.339074
OH,Geauga,94031,41.5314985,-81.197377
OH,Greene,167995,39.700356,-83.8804025
OH,Guernsey,39022,40.030786,-81.4772675
OH,Hamilton,816684,39.1670115,-84.539795
OH,Hancock,75930,40.9933325,-83.650734
OH,Hardin,31480,40.661998,-83.6477485
OH,Harrison,15174,40.2964905,-81.1025345
OH,Henry,27086,41.3267025,-84.1115255
OH,Highland,43058,39.198813,-83.6089775
OH,Hocking,28385,39.511635,-82.453876
OH,Holmes,43892,40.5560475,-81.934932
OH,Huron,58504,41.1414835,-82.5889855
OH,Jackson,32384,39.0262225,-82.6158835
OH,Jefferson,65767,40.3772575,-80.7683525
OH,Knox,61893,40.4060915,-82.464908
OH,Lake,230514,41.712312,-81.2455255
OH,Lawrence,59866,38.6261375,-82.551557
OH,Licking,175769,40.095128,-82.482659
OH,Logan,45358,40.384039,-83.7673995
OH,Lucas,429899,41.573549,-83.5244735
OH,Madison,44413,39.903453,-83.4298015
OH,Mahoning,229642,41.0170235,-80.802872
OH,Marion,65256,40.569407,-83.139069
OH,Medina,179146,41.132868,-81.9291545
OH,Meigs,23106,39.0396815,-82.0330235
OH,Mercer,40959,40.540035,-84.618068
OH,Miami,106222,40.0399055,-84.2296255
OH,Monroe,13790,39.7047595,-81.070202
OH,Montgomery,532331,39.7504765,-84.268203
OH,Morgan,14604,39.610066,-81.833178
OH,Morrow,35112,40.5287485,-82.822844
OH,Muskingum,86183,39.961226,-81.962539
OH,Noble,14354,39.767294,-81.4657475
OH,Ottawa,40769,41.5910285,-83.0553205
OH,Paulding,18760,41.1214295,-84.572691
OH,Perry,36033,39.7402985,-82.2483105
OH,Pickaway,58086,39.6404265,-82.9991275
OH,Pike,28067,39.072829,-83.085764
OH,Portage,162927,41.1680275,-81.197562
OH,Preble,40997,39.7425475,-84.6470415
OH,Putnam,33780,41.0134615,-84.1399545
OH,Richland,121099,40.7727585,-82.532063
OH,Ross,76931,39.3420085,-83.0672615
OH,Sandusky,58799,41.3771395,-83.129965
OH,Scioto,75502,38.793262,-82.960428
OH,Seneca,55207,41.1241425,-83.125283
OH,Shelby,48627,40.33353,-84.2185015
OH,Tuscarawas,92176,40.4405865,-81.488516
OH,Union,57835,40.3069805,-83.3606595
OH,Van Wert,28281,40.8375885,-84.571707
OH,Vinton,13139,39.2117205,-82.5115675
OH,Warren,232173,39.4222805,-84.1711185
OH,Washington,60155,39.4309055,-81.4452295
OH,Wayne,115967,40.829962,-81.8885115
OH,Williams,36804,41.565952,-84.573937
OH,Wood,130696,41.3923445,-83.64893
OH,Wyandot,21935,40.840135,-83.3136215
SD,McCook,5546,43.674371,-97.368803
SD,Aurora,2801,43.7181795,-98.564183
SD,Bennett,3468,43.19307,-101.669284
SD,Brookings,35232,44.369751,-96.7907435
SD,Brown,39316,45.5895505,-98.35189
SD,Brule,5229,43.717205,-99.1318425
SD,Buffalo,2036,44.065473,-99.251262
SD,Butte,10222,44.8922075,-103.5074895
SD,Campbell,1377,45.7683795,-100.10841
SD,Clark,3739,44.8485895,-97.7370215
SD,Clay,14041,42.893941,-96.9831125
SD,Codington,28015,44.9779305,-97.1882995
SD,Corson,4165,45.7084975,-101.154764
SD,Custer,8726,43.6667425,-103.37134
SD,Day,5505,45.370057,-97.604018
SD,Deuel,4337,44.7605665,-96.668368
SD,Dewey,5904,45.0985285,-100.8806055
SD,Douglas,2935,43.3480785,-98.4081735
SD,Edmunds,3875,45.4185775,-99.2155805
SD,Fall River,6758,43.239219,-103.5276595
SD,Faulk,2330,45.0711445,-99.1449715
SD,Grant,7147,45.151875,-96.8391535
SD,Gregory,4212,43.248875,-99.016699
SD,Haakon,1918,44.370828,-101.527061
SD,Hamlin,6111,44.673781,-97.188418
SD,Hand,3262,44.5460285,-99.006468
SD,Hanson,3376,43.674863,-97.786883
SD,Harding,1249,45.5789315,-103.4937565
SD,Hughes,17650,44.323127,-100.0894005
SD,Hutchinson,7380,43.334078,-97.7569745
SD,Hyde,1282,44.5449565,-99.488289
SD,Jackson,3307,43.692057,-101.601613
SD,Jerauld,2043,44.065935,-98.6292525
SD,Jones,928,43.942818,-100.701648
SD,Kingsbury,4919,44.3694835,-97.490842
SD,Lake,13057,44.021953,-97.1293895
SD,Lawrence,25741,44.3727745,-103.75419
SD,Lincoln,58807,43.29191,-96.680715
SD,Lyman,3821,43.8585825,-99.8243355
SD,Marshall,5112,45.7470475,-97.6033405
SD,McPherson,2407,45.766178,-99.221223
SD,Meade,28294,44.589876,-102.7871945
SD,Mellette,2042,43.620499,-100.7212425
SD,Miner,2213,44.0218805,-97.6104375
SD,Moody,6579,44.0224965,-96.670995
SD,Oglala Lakota,14309,,
SD,Perkins,2922,45.4917245,-102.4785805
SD,Potter,2207,45.0720365,-99.9980595
SD,Roberts,10447,45.6164285,-96.8493455
SD,Sanborn,2429,44.0232385,-98.090767
SD,Spink,6495,44.937667,-98.3474765
SD,Stanley,3022,44.475911,-100.5294325
SD,Sully,1392,44.7225585,-100.2011845
SD,Todd,10283,43.1939835,-100.713296
SD,Tripp,5478,43.381583,-99.88252
SD,Turner,8424,43.291576,-97.162796
SD,Union,15619,42.7816525,-96.6248135
SD,Walworth,5587,45.4203445,-100.097133
SD,Yankton,22869,42.9848555,-97.398924
SD,Ziebach,2742,44.992267,-101.568297
UT,Tri,,,
CA,Butte,231256,39.723763,-121.573063
CA,Kings,151366,36.139045,-119.8948375
CA,Mendocino,87606,39.380249,-123.422765
CA,Merced,274765,37.1868725,-120.649022
CA,San Bernardino,2171603,34.84023,-115.968483
CA,San Joaquin,752660,37.8910175,-121.2534915
MD,Anne Arundel,576031,38.9754795,-76.617221
MD,Baltimore,828431,39.4583055,-76.60774
MD,Carroll,168429,39.534766,-77.049303
MD,Charles,161503,38.4803095,-76.9686075
CA,Colusa,21627,39.169222,-122.2913685
CA,Del Norte,27828,41.6909115,-123.88695
CA,Glenn,28047,39.5913755,-122.405772
DE,Pea Patch,,,
DE,Reedy Island,,,
DE,DE/NJ,,,
IA,Allamakee,13832,43.29062,-91.3343975
IA,Polk,487204,41.6727085,-93.571967
MD,Howard,323196,39.236219,-76.9419445
MD,Talbot,36968,38.7587675,-76.122386
CA,Mono,14250,38.088132,-118.7383875
IA,Adair,7063,41.330641,-94.471111
IA,Black Hawk,132408,42.4696575,-92.309374
IL,Adams,65691,39.9787775,-91.212524
IL,Alexander,6060,37.1527035,-89.325539
IL,Bond,16630,38.884501,-89.4448145
IL,Boone,53577,42.323683,-88.822878
IL,Brown,6556,39.971889,-90.7146235
IL,Bureau,32993,41.3669235,-89.513028
IL,Calhoun,4802,39.134272,-90.693794
IL,Carroll,14312,42.0640145,-90.0009245
IL,Cass,12260,39.9982515,-90.2889695
IL,Champaign,209983,40.139788,-88.19621
IL,Christian,32661,39.583156,-89.2802045
IL,Clark,15596,39.3224325,-87.77278
IL,Clay,13253,38.7574025,-88.4735945
IL,Clinton,37639,38.5794515,-89.4227085
IL,Coles,50885,39.5302215,-88.216126
IL,Crawford,18807,39.014366,-87.731286
IL,Cumberland,10808,39.275043,-88.2394565
IL,DeKalb,104143,41.8909545,-88.765222
IL,De Witt,15769,40.1658715,-88.8618245
IL,Douglas,19479,39.7656955,-88.2051055
IL,DuPage,928589,41.8397805,-88.0886665
IL,Edgar,17360,39.679879,-87.750202
IL,Edwards,6392,38.4129205,-88.0448
IL,Effingham,34208,39.063555,-88.583724
IL,Fayette,21416,38.977119,-88.9754655
IL,Ford,13264,40.6983445,-88.1958575
IL,Franklin,38701,37.993597,-88.9411015
IL,Fulton,34844,40.449306,-90.1619825
IL,Gallatin,5058,37.744911,-88.201681
IL,Greene,13044,39.31966,-90.3851795
IL,Grundy,50972,41.2856945,-88.4184245
IL,Hamilton,8163,38.081729,-88.5385565
IL,Hancock,17844,40.4161445,-91.2057425
IL,Hardin,3910,37.5007875,-88.2382205
IL,Henderson,6709,40.852598,-90.985311
IL,Henry,49090,41.366804,-90.147138
IL,Iroquois,27604,40.7479615,-87.8288605
IL,Jackson,57419,37.7586175,-89.4158765
IL,Jasper,9611,39.0112015,-88.1538415
IL,Jefferson,37820,38.300858,-88.92435
IL,Jersey,21847,39.0926805,-90.37478
IL,Jo Daviess,21366,42.3509385,-90.288092
IL,Johnson,12456,37.44742,-88.8766665
IL,Kankakee,110024,41.146306,-87.889151
IL,Kendall,127915,41.590843,-88.427859
IL,Knox,50112,40.9317725,-90.214451
IL,LaSalle,109430,41.278569,-88.87672
IL,Lawrence,15765,38.7103305,-87.70439
IL,Lee,34223,41.746,-89.285056
IL,Livingston,35761,40.8653895,-88.5831695
IL,Logan,28925,40.121167,-89.373218
IL,McDonough,29955,40.457768,-90.677631
IL,McLean,172828,40.5192635,-88.8644325
IL,Macon,104712,39.8542065,-88.981505
IL,Macoupin,45313,39.2609155,-89.9261525
IL,Madison,264461,38.827599,-89.935464
IL,Marion,37620,38.6500885,-88.9197765
IL,Marshall,11534,41.0348985,-89.3432225
IL,Mason,13565,40.2448985,-89.978401
IL,Massac,14080,37.2011605,-88.7097025
IL,Menard,12288,40.0313255,-89.7865065
IL,Mercer,15601,41.1986765,-90.7739785
IL,Monroe,34335,38.304362,-90.136495
IL,Montgomery,28601,39.2617855,-89.4217495
IL,Morgan,33976,39.698471,-90.26153
IL,Moultrie,14717,39.6195935,-88.641607
IL,Ogle,50923,42.045208,-89.313711
IL,Peoria,180621,40.744069,-89.7183555
IL,Perry,21174,38.084791,-89.356507
IL,Piatt,16396,40.0368775,-88.6031875
IL,Pike,15611,39.620425,-90.9684925
IL,Pope,4212,37.333513,-88.561381
IL,Pulaski,5463,37.2016465,-89.100825
IL,Putnam,5740,41.213095,-89.314386
IL,Randolph,32106,38.013057,-89.8997405
IL,Richland,15763,38.709597,-88.102756
IL,Rock Island,143477,41.554974,-90.6165945
IL,St. Clair,261059,38.43997,-89.9834895
IL,Saline,23906,37.7534775,-88.541215
IL,Sangamon,195348,39.7494185,-89.605988
IL,Schuyler,6907,40.1323765,-90.556586
IL,Scott,4926,39.655126,-90.473328
IL,Shelby,21741,39.434606,-88.8052905
IL,Stark,5427,41.104095,-89.811954
IL,Stephenson,44753,42.3510465,-89.661208
IL,Tazewell,132328,40.5337375,-89.59421
IL,Union,16841,37.4651575,-89.281663
IL,Vermilion,76806,40.179863,-87.734241
IL,Wabash,11549,38.402574,-87.8207125
IL,Warren,17032,40.848296,-90.6145375
IL,Washington,13995,38.363909,-89.4241575
IL,Wayne,16332,38.4308585,-88.4251025
IL,White,13665,38.067642,-88.1481
IL,Whiteside,55626,41.7573565,-89.938412
IL,Will,692310,41.465238,-87.893409
IL,Williamson,67056,37.729957,-88.930214
IL,Winnebago,284081,42.325365,-89.170574
IL,Woodford,38463,40.7610345,-89.2466125
MD,Allegany,70975,39.580749,-78.6931075
MD,Calvert,92003,38.537166,-76.5440945
MD,Caroline,33304,38.889352,-75.851116
MD,Cecil,102826,39.5413585,-75.999976
MD,Dorchester,31998,38.409225,-76.0189625
MD,Frederick,255648,39.470177,-77.392417
MD,Garrett,29163,39.4633055,-79.209413
MD,Kent,19383,39.1961545,-76.0172445
MD,Queen Anne's,50251,39.047804,-76.0619365
MD,Somerset,25675,38.105281,-75.800611
MD,St. Mary's,112664,38.2745585,-76.595653
MD,Washington,150926,39.5205695,-77.9145095
MD,Wicomico,103195,38.3943725,-75.619256
MD,Worcester,51823,38.2230905,-75.3490465
CO,Saguache,6829,38.103038,-106.215006
CO,Sedgwick,2275,40.8759995,-102.3523775
CO,Cheyenne,1867,38.829744,-102.6090085
CO,Custer,4934,38.077787,-105.422592
CO,La Plata,56446,37.319665,-107.93047
CO,San Juan,747,37.802258,-107.7146795
CO,Park,18545,39.130874,-105.769163
CO,Alamosa,16178,37.554131,-105.746788
CO,Prowers,12076,37.9561955,-102.394781
CO,Moffat,13201,40.611532,-108.182561
CO,Boulder,325520,40.0878355,-105.371537
CO,Montrose,42280,38.4104405,-108.280041
CO,San Miguel,8196,37.964549,-108.3879545
CO,Costilla,3819,37.3221975,-105.4539
CO,Broomfield,69130,39.9670685,-105.0634215
CO,Chaffee,20010,38.740338,-106.238668
CO,Crowley,5855,38.3175405,-103.7800745
CO,Fremont,47921,38.477589,-105.4765585
CO,Huerfano,6850,37.6560375,-104.9261975
CO,Delta,30936,38.9429835,-107.9397795
CO,Garfield,59854,39.728802,-108.0417065
CO,Rio Blanco,6293,39.938113,-108.0442015
CO,Morgan,28436,40.262602,-103.8075595
CO,Lincoln,5574,39.04137,-103.604952
CO,Montezuma,26121,37.3192465,-108.5080625
CO,Mineral,754,37.683724,-106.915857
CO,Otero,18352,37.9545055,-103.7308725
CO,Phillips,4280,40.5940295,-102.358048
CO,Ouray,4812,38.112279,-107.82163
CO,Bent,5833,37.9551955,-103.072417
CO,Archuleta,13764,37.207684,-106.9792055
CO,Routt,25716,40.4610575,-107.034562
CO,Hinsdale,804,37.78497,-107.2959845
CO,Lake,7766,39.2185175,-106.360843
CO,Rio Grande,11213,37.617297,-106.3750185
CO,Gilpin,6096,39.8421315,-105.548784
CO,Yuma,10037,40.0039245,-102.4267865
CO,Jackson,1394,40.664885,-106.3595425
CO,Kit Carson,7169,39.305834,-102.6048215
CO,Clear Creek,9659,39.7084305,-105.6621195
CO,Logan,21858,40.719452,-103.1163375
CO,Washington,4716,40.00205,-103.243516
CO,Conejos,8151,37.1987175,-106.1984215
CO,Kiowa,1373,38.4403555,-102.7757135
CO,Teller,25068,38.888707,-105.134719
CO,Baca,3551,37.3187205,-102.563815
CO,Elbert,26243,39.216579,-104.1886255
CO,Dolores,2050,37.6901245,-108.4521545
CO,Las Animas,14529,37.4051085,-104.1148525
CO,Grand,15503,40.085187,-106.14149
CT,Middlesex,162682,41.4513225,-72.529236
IA,Washington,22141,41.336486,-91.715019
IA,Winneshiek,20029,43.291228,-91.842569
CA,Alpine,1101,38.630102,-119.807449
CA,Amador,39383,38.462022,-120.5499495
CA,El Dorado,190678,38.785457,-120.509148
CA,Imperial,181827,33.0261745,-115.284555
CA,Inyo,17987,36.6258705,-117.211517
CA,Kern,896764,35.294389,-118.9051705
CA,Lake,64382,39.124087,-122.7165925
CA,Lassen,30802,40.446086,-120.664132
CA,Mariposa,17471,37.528815,-119.8483325
CA,Modoc,8777,41.590548,-120.7277465
CA,Monterey,435594,36.351338,-121.0962855
CA,Nevada,99696,39.266033,-120.641325
CA,Plumas,18804,40.0219,-120.798487
CA,San Luis Obispo,284010,35.3481785,-120.409541
CA,Santa Barbara,446527,34.503122,-120.0556245
CA,Sierra,2987,39.5841895,-120.529761
CA,Siskiyou,43724,41.511016,-122.572748
CA,Sutter,96807,39.020133,-121.681341
CA,Tehama,63916,40.123926,-122.2081015
CA,Trinity,12535,40.6514625,-123.044575
CA,Tulare,465861,36.266967,-118.7856615
CA,Tuolumne,54539,38.0336125,-119.928327
CA,Yuba,78041,39.2891885,-121.322628
CT,Tolland,150921,41.813062,-72.3087795
CT,Windham,117027,41.8316135,-72.0198185
WY,Albany,38601,41.715061,-105.797347
WY,Big Horn,11881,44.5836155,-107.883157
WY,Campbell,46140,44.247955,-105.54976
WY,Carbon,14971,41.7167395,-106.999143
WY,Converse,13640,42.8942495,-105.4853365
WY,Crook,7450,44.588306,-104.570319
WY,Fremont,39531,43.134889,-108.777531
WY,Goshen,13376,42.08802,-104.3540895
WY,Hot Springs,4555,43.7696855,-108.454027
WY,Johnson,8460,44.0277255,-106.689049
WY,Laramie,98976,41.3273515,-104.6662955
WY,Lincoln,19434,42.4467125,-110.5467585
WY,Natrona,79115,42.965925,-106.8070975
WY,Niobrara,2388,43.0561335,-104.476262
WY,Park,29324,44.4095985,-109.803725
WY,Platte,8566,42.1312375,-104.9699245
WY,Sheridan,30233,44.7791285,-106.9607095
WY,Sublette,9813,42.8640505,-109.833639
WY,Sweetwater,43051,41.634037,-108.779115
WY,Teton,23081,43.950812,-110.553385
WY,Uinta,20299,41.2872955,-110.5473615
WY,Washakie,7885,43.8343705,-107.830746
WY,Weston,6967,43.8400335,-104.567947
AZ,Yuma,212128,32.751709,-114.073797
AZ,Yavapai,231993,34.706715,-112.405211
AZ,Santa Cruz,46511,31.5319365,-110.9091745
AZ,Navajo,110445,35.285887,-110.2888965
AZ,Mohave,209550,35.6052565,-113.642721
AZ,La Paz,21098,33.672256,-114.032225
AZ,Greenlee,9483,33.102205,-109.271152
AZ,Graham,38072,33.038586,-109.7846195
AZ,Gila,53889,33.7408895,-110.8582025
AZ,Coconino,142854,35.631099,-112.052403
AZ,Cochise,126770,31.879989,-109.754088
AZ,Apache,71818,35.239937,-109.52295
GA,Bartow,106408,34.2454835,-84.8456695
GA,Dougherty,91243,31.543065,-84.21924
GA,Lee,29764,31.7690705,-84.1303695
GA,Clarke,127330,33.9442745,-83.3891225
GA,Clayton,289615,33.5006675,-84.3512615
GA,Richmond,201554,33.3860495,-82.0958775
GA,Carroll,118121,33.6189675,-85.0735675
GA,Floyd,97927,34.333308,-85.2336585
GA,Lowndes,116321,30.8279765,-83.2520925
GA,Coweta,145864,33.35125,-84.7564425
GA,Hall,202148,34.3018875,-83.839046
GA,Henry,230220,33.472801,-84.1391565
GA,Newton,109541,33.5562405,-83.8595685
GA,Forsyth,236612,34.192905,-84.0922315
GA,Gordon,57685,34.509159,-84.882778
GA,Paulding,164044,33.9286275,-84.886773
GA,Chatham,289195,31.9792165,-81.1161235
GA,Early,10247,31.29563,-84.87609
GA,Glynn,85219,31.233006,-81.5229475
GA,Houston,155469,32.4903625,-83.669594
GA,Laurens,47325,32.431517,-82.933027
GA,Pickens,31980,34.4684865,-84.4556165
GA,Spalding,66100,33.2656205,-84.2989585
GA,Sumter,29733,32.051647,-84.1831505
GA,Terrell,8611,31.7943275,-84.4313485
GA,Troup,70034,33.0456745,-85.04902
GA,Worth,20299,31.583147,-83.841038
GA,Barrow,80809,34.0120875,-83.70325
GA,Bibb,153095,32.808565,-83.690676
GA,Columbia,154291,33.5275905,-82.234951
GA,Dawson,25083,34.4759675,-84.151368
GA,Douglas,145331,33.689774,-84.74196
GA,Effingham,62190,32.3456345,-81.3338195
GA,Heard,11879,33.2788205,-85.1164585
GA,Lamar,19000,33.0671605,-84.155819
GA,Miller,5686,31.1634885,-84.729762
GA,Monroe,27520,33.02549,-83.915184
GA,Muscogee,194160,32.491224,-84.8740405
GA,Oconee,39272,33.8321095,-83.461482
GA,Peach,27297,32.565885,-83.8596185
GA,Randolph,6833,31.7736745,-84.747037
GA,Rockdale,90594,33.655915,-84.0487045
GA,Tift,40571,31.462092,-83.502694
GA,Turner,7912,31.711033,-83.62759
GA,Whitfield,104062,34.8018615,-84.989664
GA,Appling,18507,31.718649,-82.299648
GA,Atkinson,8297,31.3020375,-82.8852805
GA,Bacon,11185,31.5639575,-82.427429
GA,Baker,3092,31.2665715,-84.3913985
GA,Baldwin,44823,33.057617,-83.236967
GA,Banks,18988,34.344612,-83.503661
GA,Ben Hill,16787,31.751737,-83.2400355
GA,Berrien,19252,31.250698,-83.234265
GA,Bleckley,12838,32.428345,-83.318515
GA,Brantley,18897,31.1921755,-82.0081275
GA,Brooks,15513,30.857747,-83.545108
GA,Bryan,38109,31.9836795,-81.4647405
GA,Bulloch,77296,32.4031415,-81.7330315
GA,Burke,22423,33.050545,-81.929511
GA,Butts,24193,33.312216,-83.9656225
GA,Calhoun,6352,31.535776,-84.616164
GA,Camden,53677,30.939474,-81.670079
GA,Candler,10836,32.414423,-82.086589
GA,Catoosa,67420,34.877643,-85.122358
GA,Chattahoochee,10684,32.377903,-84.8227095
GA,Chattooga,24790,34.4379265,-85.3175045
GA,Clay,2887,31.6332655,-84.9700425
GA,Clinch,6648,30.8828665,-82.6950645
GA,Coffee,43093,31.590042,-82.870935
GA,Colquitt,45592,31.180406,-83.761906
GA,Cook,17162,31.1888195,-83.4272925
GA,Crawford,12318,32.6897445,-83.951859
GA,Crisp,22601,31.917045,-83.7854705
GA,Dade,16226,34.804268,-85.484542
GA,Decatur,26575,30.884663,-84.6239055
GA,Dodge,20705,32.176429,-83.1228605
GA,Dooly,13706,32.1600565,-83.818742
GA,Echols,4000,30.730594,-82.858908
GA,Elbert,19120,34.1222425,-82.833909
GA,Emanuel,22612,32.566712,-82.3244845
GA,Evans,10721,32.1633915,-81.8719985
GA,Fannin,25964,34.79555,-84.357961
GA,Franklin,23023,34.38018,-83.2239315
GA,Gilmer,30816,34.7019465,-84.4254925
GA,Glascock,2995,33.223555,-82.5939015
GA,Grady,24748,30.8773495,-84.226808
GA,Greene,17698,33.558402,-83.1790725
GA,Habersham,45388,34.629725,-83.5104655
GA,Hancock,8348,33.2596925,-83.010673
GA,Haralson,29533,33.7791945,-85.2115785
GA,Harris,34475,32.727964,-84.933895
GA,Hart,26099,34.3525795,-82.944674
GA,Irwin,9398,31.6208695,-83.2496555
GA,Jackson,70422,34.130594,-83.5873665
GA,Jasper,14040,33.329018,-83.698549
GA,Jeff Davis,15029,31.8201795,-82.6339975
GA,Jefferson,15430,33.037288,-82.4473705
GA,Jenkins,8683,32.780297,-81.9577475
GA,Johnson,9708,32.6674315,-82.6956075
GA,Jones,28616,33.0133215,-83.5868665
GA,Lanier,10340,31.0167205,-83.084609
GA,Liberty,61497,31.823112,-81.477771
GA,Lincoln,7915,33.810833,-82.43205
GA,Long,18998,31.7767745,-81.7364155
GA,Lumpkin,32955,34.5781895,-84.0119525
GA,Macon,13143,32.346552,-84.0462925
GA,Madison,29650,34.136314,-83.189361
GA,Marion,8351,32.3480705,-84.5244235
GA,McDuffie,21531,33.4833315,-82.471942
GA,McIntosh,14340,31.497032,-81.42023
GA,Meriwether,21068,33.0380665,-84.6806535
GA,Mitchell,22192,31.2604725,-84.252937
GA,Montgomery,9193,32.151208,-82.5326555
GA,Morgan,18853,33.626116,-83.4757045
GA,Murray,39921,34.785758,-84.7607105
GA,Oglethorpe,15054,33.8678625,-83.0430625
GA,Pierce,19389,31.3663905,-82.207204
GA,Pike,18634,33.0897185,-84.392588
GA,Pulaski,11069,32.2540355,-83.4533425
GA,Putnam,21809,33.3255,-83.3449985
GA,Quitman,2279,31.88141,-85.0244685
GA,Rabun,16867,34.858446,-83.383081
GA,Schley,5236,32.29327,-84.305936
GA,Screven,13938,32.76727,-81.6285995
GA,Seminole,8315,30.893516,-84.879714
GA,Stephens,26035,34.5737745,-83.2816665
GA,Stewart,6199,32.0766305,-84.849609
GA,Talbot,6272,32.70026,-84.494721
GA,Taliaferro,1608,33.5860605,-82.846414
GA,Tattnall,25391,32.0516215,-81.9972615
GA,Taylor,8039,32.5598395,-84.222711
GA,Telfair,15876,31.965762,-82.925699
GA,Thomas,44448,30.8681835,-83.927226
GA,Toombs,26887,32.133452,-82.3325215
GA,Towns,11852,34.891506,-83.7463685
GA,Treutlen,6809,32.4031975,-82.5630105
GA,Twiggs,8188,32.675209,-83.4190435
GA,Union,24001,34.8153505,-83.9796175
GA,Upson,26215,32.8448545,-84.3246905
GA,Walker,69410,34.7835435,-85.2922675
GA,Walton,93503,33.7633815,-83.7439805
GA,Ware,35680,31.018934,-82.416374
GA,Warren,5251,33.431104,-82.625217
GA,Washington,20386,32.998893,-82.7922495
GA,Wayne,29808,31.5772475,-81.8800995
GA,Webster,2611,32.0761395,-84.543517
GA,Wheeler,7879,32.114083,-82.7399635
GA,White,29970,34.6523945,-83.745846
GA,Wilcox,8812,31.988861,-83.3948625
GA,Wilkes,9876,33.795597,-82.733402
GA,Wilkinson,9036,32.7957135,-83.176978
IA,Lyon,11811,43.37904,-96.231903
IA,Osceola,6040,43.3779345,-95.6248505
IA,Dickinson,17153,43.378125,-95.1509005
IA,Emmet,9253,43.3778265,-94.678741
IA,Kossuth,14908,43.2041725,-94.206776
IA,Howard,9187,43.356774,-92.317008
IA,Winnebago,10518,43.3774815,-93.734056
IA,Mitchell,10569,43.356556,-92.788738
IA,Worth,7453,43.37752,-93.260889
IA,Sioux,34909,43.084471,-96.2152855
IA,O'Brien,13840,43.0837635,-95.624996
IA,Clay,16134,43.0824605,-95.1509525
IA,Palo Alto,8929,43.0815635,-94.678422
IA,Hancock,10712,43.081615,-93.7344365
IA,Cerro Gordo,42647,43.0815435,-93.2613545
IA,Chickasaw,11964,43.060273,-92.3176785
IA,Floyd,15761,43.0599625,-92.7896775
IA,Clayton,17556,42.862813,-91.252655
IA,Fayette,19660,42.862425,-91.843484
IA,Plymouth,25095,42.7348585,-96.2495405
IA,Cherokee,11321,42.7352585,-95.6239795
IA,Buena Vista,19874,42.735103,-95.151036
IA,Pocahontas,6740,42.7342715,-94.6787195
IA,Humboldt,9547,42.77639,-94.2071605
IA,Wright,12690,42.733139,-93.7351655
IA,Bremer,24947,42.774584,-92.31803
IA,Franklin,10124,42.732661,-93.2623145
