date,state,positive,death
2020-03-21,GU,15,
2020-03-21,HI,37,
2020-03-21,IA,68,
2020-03-21,ID,31,
2020-03-21,IL,759,6
2020-03-21,IN,126,4
2020-03-21,KS,55,2
2020-03-21,KY,54,2
2020-03-21,LA,585,16
2020-03-21,MA,525,5
2020-03-21,MD,190,2
2020-03-21,ME,73,
2020-03-21,MI,787,5
2020-03-21,MN,138,1
2020-03-21,MO,73,3
2020-03-21,MP,0,0
2020-03-21,MS,140,1
2020-03-21,MT,20,
2020-03-21,NC,184,0
2020-03-21,ND,28,0
2020-03-21,NE,38,0
2020-03-21,NH,55,
2020-03-21,NJ,1327,16
2020-03-21,NM,57,
2020-03-21,NV,124,2
2020-03-21,NY,10356,44
2020-03-21,OH,247,3
2020-03-21,OK,53,1
2020-03-21,OR,114,3
2020-03-21,PA,371,2
2020-03-21,PR,21,
2020-03-21,RI,66,
2020-03-21,SC,152,1
2020-03-21,SD,14,1
2020-03-21,TN,371,
2020-03-21,TX,304,5
2020-03-21,UT,136,0
2020-03-21,VA,152,2
2020-03-21,VI,6,0
2020-03-21,VT,29,2
2020-03-21,WA,1524,83
2020-03-21,WI,281,4
2020-03-21,WV,11,0
2020-03-21,WY,23,
2020-03-20,AK,12,
2020-03-20,AL,81,0
2020-03-20,AR,96,
2020-03-20,AS,0,0
2020-03-20,AZ,65,0
2020-03-20,CA,1063,20
2020-03-20,CO,277,3
2020-03-20,CT,194,3
2020-03-20,DC,71,1
2020-03-20,DE,38,0
2020-03-20,FL,520,10
2020-03-20,GA,420,13
2020-03-20,GU,14,
2020-03-20,HI,26,
2020-03-20,IA,45,
2020-03-20,ID,23,
2020-03-20,IL,590,5
2020-03-20,IN,79,2
2020-03-20,KS,44,1
2020-03-20,KY,47,1
2020-03-20,LA,479,12
2020-03-20,MA,413,1
2020-03-20,MD,149,1
2020-03-20,ME,57,
2020-03-20,MI,549,3
2020-03-20,MN,115,
2020-03-20,MO,47,1
2020-03-20,MP,0,0
2020-03-20,MS,80,1
2020-03-20,MT,16,
2020-03-20,NC,137,0
2020-03-20,ND,20,0
2020-03-20,NE,32,0
2020-03-20,NH,44,
2020-03-20,NJ,890,11
2020-03-20,NM,43,
2020-03-20,NV,109,1
2020-03-20,NY,7102,35
2020-03-20,OH,169,1
2020-03-20,OK,49,1
2020-03-20,OR,114,3
2020-03-20,PA,268,1
2020-03-20,PR,14,
2020-03-20,RI,54,
2020-03-20,SC,81,1
2020-03-20,SD,14,1
2020-03-20,TN,228,
2020-03-20,TX,194,5
2020-03-20,UT,112,0
2020-03-20,VA,114,2
2020-03-20,VI,3,0
2020-03-20,VT,29,2
2020-03-20,WA,1376,74
2020-03-20,WI,206,3
2020-03-20,WV,7,0
2020-03-20,WY,19,
2020-03-19,AK,6,
2020-03-19,AL,68,0
2020-03-19,AR,46,
2020-03-19,AS,0,0
2020-03-19,AZ,44,0
2020-03-19,CA,924,18
2020-03-19,CO,216,2
2020-03-19,CT,96,1
2020-03-19,DC,39,0
2020-03-19,DE,30,0
2020-03-19,FL,390,8
2020-03-19,GA,287,10
2020-03-19,GU,12,
2020-03-19,HI,16,
2020-03-19,IA,38,
2020-03-19,ID,11,
2020-03-19,IL,426,4
2020-03-19,IN,56,2
2020-03-19,KS,34,1
2020-03-19,KY,35,1
2020-03-19,LA,347,8
2020-03-19,MA,328,
2020-03-19,MD,107,1
2020-03-19,ME,53,
2020-03-19,MI,336,3
2020-03-19,MN,89,
2020-03-19,MO,24,1
2020-03-19,MP,0,0
2020-03-19,MS,50,
2020-03-19,MT,12,
2020-03-19,NC,97,0
2020-03-19,ND,15,0
2020-03-19,NE,27,0
2020-03-19,NH,39,
2020-03-19,NJ,742,9
2020-03-19,NM,35,
2020-03-19,NV,95,1
2020-03-19,NY,4152,12
2020-03-19,OH,119,
2020-03-19,OK,44,1
2020-03-19,OR,88,3
2020-03-19,PA,185,1
2020-03-19,PR,5,
2020-03-19,RI,33,
2020-03-19,SC,60,1
2020-03-19,SD,11,1
2020-03-19,TN,154,
2020-03-19,TX,143,3
2020-03-19,UT,78,0
2020-03-19,VA,94,2
2020-03-19,VI,3,0
2020-03-19,VT,22,
2020-03-19,WA,1187,66
2020-03-19,WI,155,
2020-03-19,WV,2,0
2020-03-19,WY,18,
2020-03-18,AK,6,
2020-03-18,AL,46,0
2020-03-18,AR,33,
2020-03-18,AS,0,0
2020-03-18,AZ,28,0
2020-03-18,CA,611,13
2020-03-18,CO,183,2
2020-03-18,CT,68,
2020-03-18,DC,31,
2020-03-18,DE,25,
2020-03-18,FL,314,7
2020-03-18,GA,197,1
2020-03-18,GU,8,
2020-03-18,HI,14,
2020-03-18,IA,29,
2020-03-18,ID,9,
2020-03-18,IL,289,1
2020-03-18,IN,39,2
2020-03-18,KS,16,1
2020-03-18,KY,26,1
2020-03-18,LA,240,6
2020-03-18,MA,256,
2020-03-18,MD,85,
2020-03-18,ME,43,
2020-03-18,MI,80,
2020-03-18,MN,77,
2020-03-18,MO,13,0
2020-03-18,MP,0,0
2020-03-18,MS,34,
2020-03-18,MT,10,
2020-03-18,NC,63,0
2020-03-18,ND,6,0
2020-03-18,NE,24,
2020-03-18,NH,26,
2020-03-18,NJ,427,5
2020-03-18,NM,28,
2020-03-18,NV,55,1
2020-03-18,NY,2382,12
2020-03-18,OH,88,
2020-03-18,OK,29,
2020-03-18,OR,75,3
2020-03-18,PA,133,
2020-03-18,PR,5,
2020-03-18,RI,33,
2020-03-18,SC,60,1
2020-03-18,SD,11,1
2020-03-18,TN,98,
2020-03-18,TX,83,2
2020-03-18,UT,63,0
2020-03-18,VA,77,1
2020-03-18,VI,2,0
2020-03-18,VT,19,
2020-03-18,WA,1012,52
2020-03-18,WI,106,
2020-03-18,WV,1,0
2020-03-18,WY,15,
2020-03-17,AK,3,
2020-03-17,AL,36,0
2020-03-17,AR,22,
2020-03-17,AS,0,
2020-03-17,AZ,20,0
2020-03-17,CA,483,11
2020-03-17,CO,160,1
2020-03-17,CT,41,
2020-03-17,DC,22,
2020-03-17,DE,16,
2020-03-17,FL,186,6
2020-03-17,GA,146,1
2020-03-17,GU,5,
2020-03-17,HI,10,
2020-03-17,IA,23,
2020-03-17,ID,7,
2020-03-17,IL,160,1
2020-03-17,IN,30,2
2020-03-17,KS,15,1
2020-03-17,KY,22,1
2020-03-17,LA,171,4
2020-03-17,MA,218,
2020-03-17,MD,57,
2020-03-17,ME,32,
2020-03-17,MI,65,
2020-03-17,MN,60,
2020-03-17,MO,8,0
2020-03-17,MP,0,
2020-03-17,MS,21,
2020-03-17,MT,8,
2020-03-17,NC,40,0
2020-03-17,ND,3,0
2020-03-17,NE,21,
2020-03-17,NH,17,
2020-03-17,NJ,267,3
2020-03-17,NM,23,
2020-03-17,NV,55,1
2020-03-17,NY,1700,7
2020-03-17,OH,67,
2020-03-17,OK,17,
2020-03-17,OR,47,
2020-03-17,PA,96,
2020-03-17,PR,5,
2020-03-17,RI,21,
2020-03-17,SC,33,1
2020-03-17,SD,11,
2020-03-17,TN,73,
2020-03-17,TX,64,1
2020-03-17,UT,51,0
2020-03-17,VA,67,1
2020-03-17,VI,2,
2020-03-17,VT,10,
2020-03-17,WA,904,48
2020-03-17,WI,72,
2020-03-17,WV,0,0
2020-03-17,WY,10,
2020-03-16,AK,1,
2020-03-16,AL,28,0
2020-03-16,AR,22,
2020-03-16,AS,0,
2020-03-16,AZ,18,0
2020-03-16,CA,335,6
2020-03-16,CO,131,1
2020-03-16,CT,26,
2020-03-16,DC,17,
2020-03-16,DE,8,
2020-03-16,FL,141,4
2020-03-16,GA,121,1
2020-03-16,GU,3,
2020-03-16,HI,7,
2020-03-16,IA,22,
2020-03-16,ID,5,
2020-03-16,IL,93,
2020-03-16,IN,24,1
2020-03-16,KS,11,1
2020-03-16,KY,21,1
2020-03-16,LA,114,2
2020-03-16,MA,164,
2020-03-16,MD,37,
2020-03-16,ME,17,
2020-03-16,MI,53,
2020-03-16,MN,54,
2020-03-16,MO,6,0
2020-03-16,MP,0,
2020-03-16,MS,12,
2020-03-16,MT,7,
2020-03-16,NC,33,0
2020-03-16,ND,1,0
2020-03-16,NE,18,
2020-03-16,NH,13,
2020-03-16,NJ,178,2
2020-03-16,NM,17,
2020-03-16,NV,45,1
2020-03-16,NY,950,7
2020-03-16,OH,50,
2020-03-16,OK,10,
2020-03-16,OR,39,
2020-03-16,PA,76,
2020-03-16,PR,5,
2020-03-16,RI,21,
2020-03-16,SC,28,1
2020-03-16,SD,10,
2020-03-16,TN,52,
2020-03-16,TX,57,
2020-03-16,UT,39,0
2020-03-16,VA,51,1
2020-03-16,VI,1,
2020-03-16,VT,8,
2020-03-16,WA,769,42
2020-03-16,WI,47,
2020-03-16,WV,0,0
2020-03-16,WY,3,
2020-03-15,AK,1,
2020-03-15,AL,12,0
2020-03-15,AR,16,
2020-03-15,AZ,12,0
2020-03-15,CA,293,5
2020-03-15,CO,131,1
2020-03-15,CT,20,
2020-03-15,DC,16,
2020-03-15,DE,6,
2020-03-15,FL,116,4
2020-03-15,GA,99,1
2020-03-15,HI,2,
2020-03-15,IA,18,
2020-03-15,ID,5,
2020-03-15,IL,64,
2020-03-15,IN,19,0
2020-03-15,KS,8,1
2020-03-15,KY,16,
2020-03-15,LA,91,2
2020-03-15,MA,138,
2020-03-15,MD,31,
2020-03-15,ME,3,
2020-03-15,MI,33,
2020-03-15,MN,35,
2020-03-15,MO,5,0
2020-03-15,MS,10,
2020-03-15,MT,7,
2020-03-15,NC,32,
2020-03-15,ND,1,0
2020-03-15,NE,17,
2020-03-15,NH,13,
2020-03-15,NJ,98,2
2020-03-15,NM,13,
2020-03-15,NV,21,
2020-03-15,NY,729,3
2020-03-15,OH,36,
2020-03-15,OK,9,
2020-03-15,OR,36,
2020-03-15,PA,63,
2020-03-15,RI,20,
2020-03-15,SC,19,
2020-03-15,SD,9,
2020-03-15,TN,39,
2020-03-15,TX,56,
2020-03-15,UT,28,0
2020-03-15,VA,45,1
2020-03-15,VT,4,
2020-03-15,WA,642,40
2020-03-15,WI,33,
2020-03-15,WV,0,0
2020-03-15,WY,3,
2020-03-14,AK,1,
2020-03-14,AL,6,
2020-03-14,AR,12,
2020-03-14,AZ,12,0
2020-03-14,CA,252,5
2020-03-14,CO,101,1
2020-03-14,CT,11,
2020-03-14,DC,10,
2020-03-14,DE,6,
2020-03-14,FL,77,3
2020-03-14,GA,66,1
2020-03-14,HI,2,
2020-03-14,IA,17,
2020-03-14,ID,2,
2020-03-14,IL,46,
2020-03-14,IN,15,0
2020-03-14,KS,6,1
2020-03-14,KY,14,
2020-03-14,LA,69,
2020-03-14,MA,138,
2020-03-14,MD,26,
2020-03-14,ME,3,
2020-03-14,MI,25,
2020-03-14,MN,21,
2020-03-14,MO,4,0
2020-03-14,MS,6,
2020-03-14,MT,5,
2020-03-14,NC,23,
2020-03-14,ND,1,0
2020-03-14,NE,14,
2020-03-14,NH,7,
2020-03-14,NJ,50,1
2020-03-14,NM,10,
2020-03-14,NV,20,
2020-03-14,NY,524,
2020-03-14,OH,13,
2020-03-14,OK,4,
2020-03-14,OR,30,
2020-03-14,PA,47,
2020-03-14,RI,20,
2020-03-14,SC,13,
2020-03-14,SD,9,
2020-03-14,TN,32,
2020-03-14,TX,51,
2020-03-14,UT,6,
2020-03-14,VA,30,
2020-03-14,VT,4,
2020-03-14,WA,568,37
2020-03-14,WI,19,
2020-03-14,WV,0,
2020-03-14,WY,2,
2020-03-13,AK,1,
2020-03-13,AL,1,
2020-03-13,AR,9,
2020-03-13,AZ,9,0
2020-03-13,CA,202,4
2020-03-13,CO,72,
2020-03-13,CT,6,
2020-03-13,DC,10,
2020-03-13,DE,4,
2020-03-13,FL,50,2
2020-03-13,GA,42,1
2020-03-13,HI,2,
2020-03-13,IA,16,
2020-03-13,ID,0,
2020-03-13,IL,32,
2020-03-13,IN,12,
2020-03-13,KS,6,
2020-03-13,KY,11,
2020-03-13,LA,36,
2020-03-13,MA,123,
2020-03-13,MD,17,
2020-03-13,ME,3,
2020-03-13,MI,16,
2020-03-13,MN,14,
2020-03-13,MO,2,
2020-03-13,MS,4,
2020-03-13,MT,1,
2020-03-13,NC,15,
2020-03-13,ND,1,0
2020-03-13,NE,13,
2020-03-13,NH,6,
2020-03-13,NJ,50,1
2020-03-13,NM,10,
2020-03-13,NV,11,
2020-03-13,NY,421,
2020-03-13,OH,13,
2020-03-13,OK,3,
2020-03-13,OR,30,
2020-03-13,PA,33,
2020-03-13,RI,14,
2020-03-13,SC,12,
2020-03-13,SD,9,
2020-03-13,TN,26,
2020-03-13,TX,39,
2020-03-13,UT,6,
2020-03-13,VA,30,
2020-03-13,VT,2,
2020-03-13,WA,457,31
2020-03-13,WI,19,
2020-03-13,WV,0,
2020-03-13,WY,1,
2020-03-12,AK,0,
2020-03-12,AL,0,
2020-03-12,AR,6,
2020-03-12,AZ,9,
2020-03-12,CA,202,4
2020-03-12,CO,45,
2020-03-12,CT,6,
2020-03-12,DC,10,
2020-03-12,DE,4,
2020-03-12,FL,32,2
2020-03-12,GA,31,
2020-03-12,HI,2,
2020-03-12,IA,14,
2020-03-12,ID,0,
2020-03-12,IL,25,
2020-03-12,IN,12,
2020-03-12,KS,4,
2020-03-12,KY,8,
2020-03-12,LA,14,
2020-03-12,MA,95,
2020-03-12,MD,12,
2020-03-12,ME,1,
2020-03-12,MI,2,
2020-03-12,MN,9,
2020-03-12,MO,1,
2020-03-12,MS,1,
2020-03-12,MT,1,
2020-03-12,NC,12,
2020-03-12,ND,1,
2020-03-12,NE,10,
2020-03-12,NH,6,
2020-03-12,NJ,30,1
2020-03-12,NM,5,
2020-03-12,NV,7,
2020-03-12,NY,216,
2020-03-12,OH,5,
2020-03-12,OK,3,
2020-03-12,OR,19,
2020-03-12,PA,22,
2020-03-12,RI,5,
2020-03-12,SC,10,
2020-03-12,SD,8,
2020-03-12,TN,18,
2020-03-12,TX,23,
2020-03-12,UT,4,
2020-03-12,VA,17,
2020-03-12,VT,2,
2020-03-12,WA,337,29
2020-03-12,WI,8,
2020-03-12,WV,0,
2020-03-12,WY,1,
2020-03-11,AK,0,
2020-03-11,AL,0,
2020-03-11,AR,0,
2020-03-11,AZ,9,
2020-03-11,CA,157,
2020-03-11,CO,28,
2020-03-11,CT,3,
2020-03-11,DC,4,
2020-03-11,DE,1,
2020-03-11,FL,28,2
2020-03-11,GA,22,
2020-03-11,HI,2,
2020-03-11,IA,13,
2020-03-11,ID,0,
2020-03-11,IL,19,
2020-03-11,IN,10,
2020-03-11,KS,1,
2020-03-11,KY,8,
2020-03-11,LA,6,
2020-03-11,MA,92,
2020-03-11,MD,9,
2020-03-11,ME,0,
2020-03-11,MI,2,
2020-03-11,MN,5,
2020-03-11,MO,1,
2020-03-11,MS,0,
2020-03-11,MT,0,
2020-03-11,NC,7,
2020-03-11,ND,0,
2020-03-11,NE,5,
2020-03-11,NH,4,
2020-03-11,NJ,24,1
2020-03-11,NM,3,
2020-03-11,NV,5,
2020-03-11,NY,216,
2020-03-11,OH,4,
2020-03-11,OK,2,
2020-03-11,OR,19,
2020-03-11,PA,15,
2020-03-11,RI,5,
2020-03-11,SC,9,
2020-03-11,SD,5,
2020-03-11,TN,7,
2020-03-11,TX,21,
2020-03-11,UT,2,
2020-03-11,VA,9,
2020-03-11,VT,1,
2020-03-11,WA,267,24
2020-03-11,WI,3,
2020-03-11,WV,0,
2020-03-11,WY,0,
2020-03-10,AK,0,
2020-03-10,AL,0,
2020-03-10,AR,0,
2020-03-10,AZ,6,
2020-03-10,CA,133,
2020-03-10,CO,12,
2020-03-10,CT,2,
2020-03-10,DC,5,
2020-03-10,DE,0,
2020-03-10,FL,19,
2020-03-10,GA,17,
2020-03-10,HI,2,
2020-03-10,IA,8,
2020-03-10,ID,0,
2020-03-10,IL,19,
2020-03-10,IN,6,
2020-03-10,KS,1,
2020-03-10,KY,6,
2020-03-10,LA,1,
2020-03-10,MA,92,
2020-03-10,MD,6,
2020-03-10,ME,0,
2020-03-10,MI,0,
2020-03-10,MN,3,
2020-03-10,MO,1,
2020-03-10,MS,0,
2020-03-10,MT,0,
2020-03-10,NC,7,
2020-03-10,ND,0,
2020-03-10,NE,3,
2020-03-10,NH,4,
2020-03-10,NJ,15,
2020-03-10,NM,0,
2020-03-10,NV,0,
2020-03-10,NY,173,
2020-03-10,OH,3,
2020-03-10,OK,2,
2020-03-10,OR,15,
2020-03-10,PA,12,
2020-03-10,RI,3,
2020-03-10,SC,7,
2020-03-10,SD,0,
2020-03-10,TN,7,
2020-03-10,TX,13,
2020-03-10,UT,2,
2020-03-10,VA,8,
2020-03-10,VT,1,
2020-03-10,WA,162,
2020-03-10,WI,2,
2020-03-10,WV,0,
2020-03-10,WY,0,
2020-03-09,AK,0,
2020-03-09,AL,0,
2020-03-09,AR,0,
2020-03-09,AZ,5,
2020-03-09,CA,114,
2020-03-09,CO,9,
2020-03-09,CT,1,
2020-03-09,DC,1,
2020-03-09,DE,0,
2020-03-09,FL,18,
2020-03-09,GA,12,
2020-03-09,HI,2,
2020-03-09,IA,3,
2020-03-09,ID,0,
2020-03-09,IL,7,
2020-03-09,IN,2,
2020-03-09,KS,1,
2020-03-09,KY,4,
2020-03-09,LA,1,
2020-03-09,MA,41,
2020-03-09,MD,5,
2020-03-09,ME,0,
2020-03-09,MI,0,
2020-03-09,MN,2,
2020-03-09,MO,1,
2020-03-09,MS,0,
2020-03-09,MT,0,
2020-03-09,NC,2,
2020-03-09,ND,0,
2020-03-09,NE,3,
2020-03-09,NH,4,
2020-03-09,NJ,11,
2020-03-09,NM,0,
2020-03-09,NV,1,
2020-03-09,NY,142,
2020-03-09,OH,3,
2020-03-09,OK,1,
2020-03-09,OR,14,
2020-03-09,PA,7,
2020-03-09,RI,3,
2020-03-09,SC,7,
2020-03-09,SD,0,
2020-03-09,TN,3,
2020-03-09,TX,12,
2020-03-09,UT,1,
2020-03-09,VA,3,
2020-03-09,VT,1,
2020-03-09,WA,136,
2020-03-09,WI,1,
2020-03-09,WV,0,
2020-03-09,WY,0,
2020-03-08,AK,0,
2020-03-08,AL,0,
2020-03-08,AR,0,
2020-03-08,AZ,5,
2020-03-08,CA,88,
2020-03-08,CO,8,
2020-03-08,CT,1,
2020-03-08,DC,1,
2020-03-08,DE,0,
2020-03-08,FL,17,
2020-03-08,GA,7,
2020-03-08,HI,1,
2020-03-08,IA,0,
2020-03-08,ID,0,
2020-03-08,IL,6,
2020-03-08,IN,2,
2020-03-08,KS,1,
2020-03-08,KY,1,
2020-03-08,LA,0,
2020-03-08,MA,13,
2020-03-08,MD,3,
2020-03-08,ME,0,
2020-03-08,MI,0,
2020-03-08,MN,1,
2020-03-08,MO,1,
2020-03-08,MS,0,
2020-03-08,MT,0,
2020-03-08,NC,2,
2020-03-08,ND,0,
2020-03-08,NE,1,
2020-03-08,NH,4,
2020-03-08,NJ,6,
2020-03-08,NM,0,
2020-03-08,NV,1,
2020-03-08,NY,105,
2020-03-08,OH,0,
2020-03-08,OK,1,
2020-03-08,OR,14,
2020-03-08,PA,4,
2020-03-08,RI,3,
2020-03-08,SC,2,
2020-03-08,SD,0,
2020-03-08,TN,3,
2020-03-08,TX,8,
2020-03-08,UT,1,
2020-03-08,VA,2,
2020-03-08,VT,1,
2020-03-08,WA,102,
2020-03-08,WI,1,
2020-03-08,WV,0,
2020-03-08,WY,0,
2020-03-07,AK,0,
2020-03-07,AL,0,
2020-03-07,AR,0,
2020-03-07,AZ,5,
2020-03-07,CA,69,
2020-03-07,CO,8,
2020-03-07,CT,0,
2020-03-07,DC,0,
2020-03-07,DE,0,
2020-03-07,FL,14,
2020-03-07,GA,6,
2020-03-07,HI,1,
2020-03-07,IA,0,
2020-03-07,ID,0,
2020-03-07,IL,6,
2020-03-07,IN,1,
2020-03-07,KS,0,
2020-03-07,KY,1,
2020-03-07,LA,0,
2020-03-07,MA,13,
2020-03-07,MD,3,
2020-03-07,ME,0,
2020-03-07,MI,0,
2020-03-07,MN,1,
2020-03-07,MO,0,
2020-03-07,MS,0,
2020-03-07,MT,0,
2020-03-07,NC,2,
2020-03-07,ND,0,
2020-03-07,NE,1,
2020-03-07,NH,2,
2020-03-07,NJ,4,
2020-03-07,NM,0,
2020-03-07,NV,1,
2020-03-07,NY,76,
2020-03-07,OH,0,
2020-03-07,OK,1,
2020-03-07,OR,7,
2020-03-07,PA,2,
2020-03-07,RI,2,
2020-03-07,SC,2,
2020-03-07,SD,0,
2020-03-07,TN,1,
2020-03-07,TX,8,
2020-03-07,UT,1,
2020-03-07,VA,0,
2020-03-07,VT,0,
2020-03-07,WA,102,
2020-03-07,WI,1,
2020-03-07,WV,0,
2020-03-07,WY,0,
2020-03-06,AK,0,
2020-03-06,AR,0,
2020-03-06,AZ,3,
2020-03-06,CA,60,
2020-03-06,CO,2,
2020-03-06,DC,0,
2020-03-06,DE,0,
2020-03-06,FL,9,
2020-03-06,GA,2,
2020-03-06,IA,0,
2020-03-06,IL,5,
2020-03-06,IN,1,
2020-03-06,KS,0,
2020-03-06,KY,0,
2020-03-06,MA,8,
2020-03-06,MD,3,
2020-03-06,MI,0,
2020-03-06,MN,0,
2020-03-06,NC,2,
2020-03-06,NE,0,
2020-03-06,NH,2,
2020-03-06,NJ,1,
2020-03-06,NM,0,
2020-03-06,NV,1,
2020-03-06,NY,33,
2020-03-06,OH,0,
2020-03-06,OR,3,
2020-03-06,PA,2,
2020-03-06,SC,0,
2020-03-06,TN,1,
2020-03-06,TX,5,
2020-03-06,VA,0,
2020-03-06,VT,0,
2020-03-06,WA,79,
2020-03-06,WI,1,
2020-03-06,WV,0,
2020-03-05,AZ,2,
2020-03-05,CA,53,
2020-03-05,CO,0,
2020-03-05,DC,0,
2020-03-05,FL,9,
2020-03-05,GA,2,
2020-03-05,IL,5,
2020-03-05,MA,2,
2020-03-05,MD,0,
2020-03-05,MI,0,
2020-03-05,NC,1,
2020-03-05,NE,0,
2020-03-05,NH,2,
2020-03-05,NJ,1,
2020-03-05,NV,1,
2020-03-05,NY,22,
2020-03-05,OH,0,
2020-03-05,OR,3,
2020-03-05,SC,0,
2020-03-05,TN,1,
2020-03-05,TX,1,
2020-03-05,VA,0,
2020-03-05,WA,70,
2020-03-05,WI,1,
2020-03-04,AZ,2,
2020-03-04,CA,53,
2020-03-04,FL,2,
2020-03-04,GA,2,
2020-03-04,IL,4,
2020-03-04,MA,2,
2020-03-04,NC,1,
2020-03-04,NH,2,
2020-03-04,NY,6,
2020-03-04,OR,3,
2020-03-04,SC,0,
2020-03-04,TX,1,
2020-03-04,WA,39,
2020-03-04,WI,1,
2020-04-26,AL,6421,219
2020-04-26,AK,340,9
2020-04-26,AS,0,0
2020-04-26,AZ,6534,275
2020-04-26,AR,3001,51
2020-04-26,CA,43558,1725
2020-04-26,CO,13441,688
2020-04-26,CT,25269,1924
2020-04-26,DE,4034,120
2020-04-26,DC,3841,178
2020-04-26,FL,31532,1075
2020-04-26,GA,23486,916
2020-04-26,GU,141,5
2020-04-26,HI,606,14
2020-04-26,ID,1897,56
2020-04-26,IL,43903,1933
2020-04-26,IN,15012,813
2020-04-26,IA,5476,118
2020-04-26,KS,3277,121
2020-04-26,KY,4085,208
2020-04-26,LA,26773,1729
2020-04-26,ME,1015,50
2020-04-26,MD,18581,910
2020-04-26,MA,54938,2899
2020-04-26,MI,37778,3315
2020-04-26,MN,3602,272
2020-04-26,MS,5911,227
2020-04-26,MO,7120,283
2020-04-26,MT,448,14
2020-04-26,NE,3028,56
2020-04-26,NV,4734,206
2020-04-26,NH,1864,60
2020-04-26,NJ,109038,5938
2020-04-26,NM,2726,99
2020-04-26,NY,288045,22269
2020-04-26,NC,8997,324
2020-04-26,ND,867,17
2020-04-26,MP,14,2
2020-04-26,OH,15972,728
2020-04-26,OK,3254,195
2020-04-26,OR,2311,92
2020-04-26,PA,42616,1816
2020-04-26,PR,1371,84
2020-04-26,RI,7439,226
2020-04-26,SC,5498,174
2020-04-26,SD,2212,11
2020-04-26,TN,9667,181
2020-04-26,TX,24967,651
2020-04-26,UT,4123,41
2020-04-26,VT,851,46
2020-04-26,VA,12970,449
2020-04-26,WA,13521,749
2020-04-26,WV,1055,34
2020-04-26,WI,5912,272
2020-04-26,WY,502,7
2020-04-27,AL,6539,228
2020-04-27,AK,345,9
2020-04-27,AS,0,0
2020-04-27,AZ,6725,275
2020-04-27,AR,3069,51
2020-04-27,CA,44966,1779
2020-04-27,CO,13879,706
2020-04-27,CT,25997,2012
2020-04-27,DE,4162,125
2020-04-27,DC,3892,185
2020-04-27,FL,32138,1088
2020-04-27,GA,24302,995
2020-04-27,GU,141,5
2020-04-27,HI,607,16
2020-04-27,ID,1897,56
2020-04-27,IL,45883,1983
2020-04-27,IN,15961,844
2020-04-27,IA,5868,127
2020-04-27,KS,3473,126
2020-04-27,KY,4156,213
2020-04-27,LA,27068,1740
2020-04-27,ME,1023,51
2020-04-27,MD,19487,945
2020-04-27,MA,56462,3003
2020-04-27,MI,38210,3407
2020-04-27,MN,3811,286
2020-04-27,MS,6094,229
2020-04-27,MO,7305,343
2020-04-27,MT,449,14
2020-04-27,NE,3358,56
2020-04-27,NV,4700,206
2020-04-27,NH,1938,60
2020-04-27,NJ,111188,6044
2020-04-27,NM,2825,99
2020-04-27,NY,291996,22668
2020-04-27,NC,9428,340
2020-04-27,ND,942,19
2020-04-27,MP,14,2
2020-04-27,OH,16325,753
2020-04-27,OK,3281,197
2020-04-27,OR,2354,92
2020-04-27,PA,43558,1886
2020-04-27,PR,1389,84
2020-04-27,RI,7708,233
2020-04-27,SC,5613,177
2020-04-27,SD,2244,11
2020-04-27,TN,9918,184
2020-04-27,TX,25321,666
2020-04-27,UT,4236,41
2020-04-27,VT,855,47
2020-04-27,VA,13538,460
2020-04-27,WA,13686,764
2020-04-27,WV,1063,34
2020-04-27,WI,6081,281
2020-04-27,WY,520,7
2020-04-28,AL,6750,242
2020-04-28,AK,351,9
2020-04-28,AS,0,0
2020-04-28,AZ,6955,275
2020-04-28,AR,3127,57
2020-04-28,CA,46164,1864
2020-04-28,CO,14316,736
2020-04-28,CT,26312,2087
2020-04-28,DE,4575,137
2020-04-28,DC,3994,190
2020-04-28,FL,32848,1171
2020-04-28,GA,24922,1036
2020-04-28,GU,141,5
2020-04-28,HI,609,16
2020-04-28,ID,1952,60
2020-04-28,IL,48102,2125
2020-04-28,IN,16588,901
2020-04-28,IA,6376,136
2020-04-28,KS,3652,127
2020-04-28,KY,4375,225
2020-04-28,LA,27286,1801
2020-04-28,ME,1040,51
2020-04-28,MD,20113,1016
2020-04-28,MA,58302,3153
2020-04-28,MI,39262,3568
2020-04-28,MN,4181,301
2020-04-28,MS,6342,239
2020-04-28,MO,7450,330
2020-04-28,MT,451,15
2020-04-28,NE,3517,56
2020-04-28,NV,4821,219
2020-04-28,NH,2010,60
2020-04-28,NJ,113856,6442
2020-04-28,NM,2974,105
2020-04-28,NY,295106,22912
2020-04-28,NC,9755,363
2020-04-28,ND,991,19
2020-04-28,MP,14,2
2020-04-28,OH,16769,799
2020-04-28,OK,3410,207
2020-04-28,OR,2385,99
2020-04-28,PA,45137,2046
2020-04-28,PR,1400,86
2020-04-28,RI,7927,239
2020-04-28,SC,5735,192
2020-04-28,SD,2313,11
2020-04-28,TN,10052,188
2020-04-28,TX,26357,719
2020-04-28,UT,4345,41
2020-04-28,VT,862,47
2020-04-28,VA,14339,492
2020-04-28,WA,13842,786
2020-04-28,WV,1095,38
2020-04-28,WI,6289,300
2020-04-28,WY,536,7
2020-05-02,AL,7611,288
2020-05-02,AK,365,9
2020-05-02,AS,0,0
2020-05-02,AZ,8364,330
2020-05-02,AR,3372,72
2020-05-02,CA,53347,2180
